TEST ID,RULE NUMBER,CASE DESCRIPTION,CREATED_TIMESTAMP,FORM_ID,FORM_ID_SEQ,ALIEN_ID,ALIEN_SEQ,EMPLOYER_ID,COMPANYNAME_TH,COMPANYNAME_EN,BUS_TYPE_ID,JOB_DESCRIPTION,EMPLOYER_NO,"JOB ANOMALY
(ตำแหน่งงานที่จ้างมากกว่าปกติ)",MASTER_FORM_TYPE,MASTER_FORM_STATUS,VALID_UNTIL,UNNAMED: 18
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-27 11:11:00,00017,17,00100,4,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-27 11:11:00,00017,17,00101,5,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-27 11:11:00,00017,17,00102,6,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-27 11:11:00,00017,17,00103,7,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-27 11:11:00,00017,17,00104,8,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-27 11:11:00,00017,17,00105,9,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-27 11:11:00,00017,17,00106,10,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00107,1,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00108,2,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00109,3,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00110,4,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00111,5,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00112,6,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00113,7,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00114,8,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00115,9,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00116,10,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00117,11,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00118,12,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC13,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คน กำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-12 11:11:00,00018,18,00119,13,017,เชี่ยวชาญ ไม่ จำกัด,"Chiwit Mai Co., Ltd.",19.0,กรรมกร,17152947,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00120,1,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00121,2,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00122,3,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00123,4,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00124,5,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00125,6,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00126,7,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00127,8,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00128,9,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00129,10,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00130,11,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-01 11:11:00,00019,19,00131,12,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00132,1,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,งานขายของหน้าร้าน,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00133,2,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00134,3,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00135,4,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,งานขายของหน้าร้าน,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00136,5,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00137,6,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00138,7,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00139,8,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00140,9,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC14,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข เกินจำนวน 20 คนกำหนด และทำการย้าย = 14 วัน,2024-07-14 11:11:00,00020,20,00141,10,018,แข็งแกร่ง ไม่ จำกัด,"Kaeng Mai Co., Ltd.",17.0,กรรมกร,18152918,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC15,4.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวยังไม่ได้แจ้งออกจากที่เก่า,2024-06-27 11:11:00,00021,21,00400,1,019,อัจฉริยะ ไม่ จำกัด,"Atchariya Mai Co., Ltd.",9.0,กรรมกร,19152919,,MT_59,Consider request round1,2027-04-16 11:11:00.000,Abnormal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00142,1,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00143,2,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00144,3,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00145,4,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00146,5,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00147,6,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00148,7,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00149,8,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00150,9,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00151,10,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00152,11,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00153,12,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00154,13,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00155,14,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-06-27 11:11:00,00022,22,00156,15,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-17 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00157,1,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00158,2,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00159,3,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00160,4,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00161,5,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00162,6,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00163,7,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00164,8,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00165,9,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00166,10,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00167,11,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00168,12,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
TC16,4.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายมาที่ ข ไม่เกินจำนวน 50 คนกำหนด และทำการย้าย = 20 วัน,2024-07-04 11:11:00,00023,23,00169,13,020,มั่นใจ ไม่ จำกัด,"Munjai Mai Co., Ltd.",17.0,กรรมกร,20152921,,MT_59,Consider request round1,2027-04-18 11:10:59.995,Normal
